date,stock,tweet
11/14/2019,amzn,"Amazon said it would protest the Pentagon’s award of cloud-computing contract to Microsoft, throwing another wrench… https://t.co/UQu8q2zkMu"
11/14/2019,amzn,$AMZN... https://t.co/jqH0faWUtd https://t.co/jJPoVjwR3Q
11/14/2019,amzn,"$AAPL $AMZN Yang Proposes Tax on Digital Ads in Swipe at Facebook, Google via https://t.co/dU2ohMsCEH"
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,"$AMZN $MSFT $ORCL:

Amazon plans to protest award of $10 billion cloud-computing contract to Microsoft:

https://t.co/SOwcxIGNZK"
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,"RT @CNBCFastMoney: ""Clear deficiencies, errors and unmistakable bias."" Amazon is formally protesting the Pentagon's process for selecting t…"
11/14/2019,hd,"Homebuilders are on fire, and traders are betting one name can carry the next leg of the rally. @traderDanielle of… https://t.co/AcaCj50Io7"
11/14/2019,amzn,RT @TheStreet: BREAKING - Amazon $AMZN reportedly challenging Pentagon's $10B cloud computing contract with Microsoft $MSFT
11/14/2019,amzn,$AMZN to protest Pentagon's awarded cloud-computing contract to $MSFT https://t.co/gJNmT3nJVb
11/14/2019,wmt,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: https://t.co/F6gGnVEk2P It's… https://t.co/hUuiDRbaaR
11/14/2019,amzn,"https://t.co/aLyp2QXG7v

Portfolio review going into expiration Friday. Let's go! Big money.… https://t.co/zCYYL34omK"
11/14/2019,amzn,"RT @RamBhupatiraju: One of the best articles I've ever read on $AMZN. Unpacks the highlights from 20 yrs of Shareholder letters, and going…"
11/14/2019,amzn,RT @TheStreet: BREAKING - Amazon $AMZN reportedly challenging Pentagon's $10B cloud computing contract with Microsoft $MSFT
11/14/2019,amzn,Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Micros… https://t.co/Pm5w8LCvQX
11/14/2019,amzn,"RT @RamBhupatiraju: Treat of an article☝️for $AMZN fans and anyone interested in innovation and great business practices.

Terrific work by…"
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,tgt,RT @PipsToDollars: Another sympathy play that paid off ... we were in $tgt for the $wmt earnings this morning. Took 2 bags on the calls.
11/14/2019,wmt,RT @PipsToDollars: Another sympathy play that paid off ... we were in $tgt for the $wmt earnings this morning. Took 2 bags on the calls.
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,$AMZN Microsoftが受けたペンタゴンの大規模なクラウド契約について、そのプロセスが「明らかに欠陥や間違い、紛れもない先入観があった」として、連邦裁判所に対し抗議していると。 https://t.co/diMVJomHr2
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @LaMonicaBuzz: Big tech firms have a LOT of cash. Google/Alphabet is using some to buy Fitbit. Will other struggling specialty/niche tec…
11/14/2019,amzn,@CNBCnow @CNBC So basically the deal is that Bezos is mad because the contract was competitively bid rather than ju… https://t.co/n12LURmAR7
11/14/2019,wmt,Thanks @MariaBartiromo @MorningsMaria @FoxBusiness for this discussion on #Walmart $WMT winning online battle again… https://t.co/xjDQ8vO23A
11/14/2019,wmt,@HiddenPivots Can you help with $WMT?
11/14/2019,hd,"Want to leverage the HOMEBUILDERS rally?  You can buy $HD but $FND has the better growth numbers.  #IBDPartner

Fou… https://t.co/OQMqpyTRgB"
11/14/2019,amzn,Amazon to protest Pentagon's $10-billion cloud award to Microsoft: WSJ $AMZN $MSFT https://t.co/lAqGaRwKof
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,hd,"Want to leverage the HOMEBUILDERS rally?  You can buy $HD but $FND has the better growth numbers.  #IBDPartner

Fou… https://t.co/Zqr1z1rkqi"
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,tgt,RT @Retail_Guru: My main takeaway from Walmart is US shopper (especially the middle) is healthy &amp; spending. Note recent accelerating 2%+ co…
11/14/2019,wmt,"recent earnings  $HALO, $SINA, $PING, $OPRA, $AXNX, $IGT, $WMT #stocks #trading https://t.co/9ZVxVpALWl"
11/14/2019,wmt,RT @Retail_Guru: My main takeaway from Walmart is US shopper (especially the middle) is healthy &amp; spending. Note recent accelerating 2%+ co…
11/14/2019,amzn,RT ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing con… https://t.co/1quehPEP1i
11/14/2019,amzn,RT @ospuy: $AMZN Microsoftが受けたペンタゴンの大規模なクラウド契約について、そのプロセスが「明らかに欠陥や間違い、紛れもない先入観があった」として、連邦裁判所に対し抗議していると。 https://t.co/diMVJomHr2
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,wmt,"Hey Siri, Buy My Groceries At Walmart' Is Now A Real Thing

$AAPL $WMT 

 https://t.co/6zYvoU7W4c"
11/14/2019,wmt,"Mark Cuban Talks Artificial Intelligence, Disney Vs. Netflix

$NFLX $DIS $WMT  

https://t.co/4kj8mWeHxS"
11/14/2019,m,251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE! https://t.co/pmR6yaOUDF $M $TJX $SQ $PCLN
11/14/2019,amzn,"$BA $AMZN $GOOGL 

So Dan Tepper of Appaloosa Funds is literally copying my portfolio 

He added to Boeing, added 8… https://t.co/XmWYHLN6V3"
11/14/2019,wmt,Guggenheim Reiterates Buy Rating for Walmart $WMT https://t.co/Dmz7JJNWo3
11/14/2019,amzn,"And there it is. $AMZN bypassing GAO and taking its #JEDI protest straight to court 

$MSFT https://t.co/ldHrTbT0AK"
11/14/2019,wmt,RT @UPBOptionMil: Some of the days most active stock options 11.14.19   $SO $AAPL $DIS $UPS $CSCO $BBBY $ROKU $WMT $SE $CVX https://t.co/lR…
11/14/2019,wmt,Fly Intel: Wall Street's top stories for Thursday $WMT $CSCO $AAPL $AOBC $TSLA $AXNX $DDS $NTAP $rbbn $CGC $WB… https://t.co/VFpaglJ8bh
11/14/2019,wmt,"RT @InvResDynamics: I wish I had looked at $wmt's real #'s when it spiked at the open. Was an easy short scalp. Its ""beat"" was 100% GAAP no…"
11/14/2019,amzn,"$AMZN $MSFT 

Exactly!!!!!!!! https://t.co/7D3JKaR6u9"
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @NorthmanTrader: What does $AMZN know that the rest of the market hasn't caught onto yet? https://t.co/jTcjF1dUZw
11/14/2019,amzn,"RT @MorganLBrennan: And there it is. $AMZN bypassing GAO and taking its #JEDI protest straight to court 

$MSFT https://t.co/ldHrTbT0AK"
11/14/2019,tgt,Nasdaq down 0.04% https://t.co/mvZ9F0Z5CM $NFLX $TGT $LOW $PYPL $CSCO $KHC $WMT $NVDA https://t.co/0Qp3vdguAY
11/14/2019,wmt,"Stocks still cautious. - https://t.co/ulo9IoPy7a
#Trump #China #tradewars #JeromePowell #earnings $TLRY $ACB $CGC… https://t.co/Lh3EKPMoGf"
11/14/2019,wmt,Nasdaq down 0.04% https://t.co/mvZ9F0Z5CM $NFLX $TGT $LOW $PYPL $CSCO $KHC $WMT $NVDA https://t.co/0Qp3vdguAY
11/14/2019,low,Nasdaq down 0.04% https://t.co/mvZ9F0Z5CM $NFLX $TGT $LOW $PYPL $CSCO $KHC $WMT $NVDA https://t.co/0Qp3vdguAY
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,amzn,UPDATE 1-Amazon to protest Pentagon's $10-bln cloud award to Microsoft - WSJ $AMZN $MSFT https://t.co/0DVlpG9wuF
11/14/2019,amzn,"RT @MorganLBrennan: And there it is. $AMZN bypassing GAO and taking its #JEDI protest straight to court 

$MSFT https://t.co/ldHrTbT0AK"
11/14/2019,tgt,RT @gurufocus: Nasdaq down 0.04% https://t.co/mvZ9F0Z5CM $NFLX $TGT $LOW $PYPL $CSCO $KHC $WMT $NVDA https://t.co/0Qp3vdguAY
11/14/2019,wmt,RT @gurufocus: Nasdaq down 0.04% https://t.co/mvZ9F0Z5CM $NFLX $TGT $LOW $PYPL $CSCO $KHC $WMT $NVDA https://t.co/0Qp3vdguAY
11/14/2019,wmt,"RT @robintrack: Top increases in popularity for stocks held by Robinhood traders today:

https://t.co/TdMu0cAc6W

1. $FCEL: +1959
2. $DIS:…"
11/14/2019,low,RT @gurufocus: Nasdaq down 0.04% https://t.co/mvZ9F0Z5CM $NFLX $TGT $LOW $PYPL $CSCO $KHC $WMT $NVDA https://t.co/0Qp3vdguAY
11/14/2019,amzn,"$MSFT $AMZN  
 
Bozos , U lost . Live with it!  
To protest Pentagon's $10-billion cloud award to Microsoft?????… https://t.co/orcJpME8kh"
11/14/2019,amzn,RT @ospuy: $AMZN Microsoftが受けたペンタゴンの大規模なクラウド契約について、そのプロセスが「明らかに欠陥や間違い、紛れもない先入観があった」として、連邦裁判所に対し抗議していると。 https://t.co/diMVJomHr2
11/14/2019,wmt,RT @UPBOptionMil: Some of the days most active stock options 11.14.19   $SO $AAPL $DIS $UPS $CSCO $BBBY $ROKU $WMT $SE $CVX https://t.co/lR…
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,Amazon protesting JEDI contract loss - report $AMZN $MSFT https://t.co/c5fAM4bVWH
11/14/2019,tgt,"RT @OptionAlert: Unusually heavy option volume on today's open include $WMT, $CSCO, $NTAP, $DIS, and $TGT."
11/14/2019,wmt,"RT @OptionAlert: Unusually heavy option volume on today's open include $WMT, $CSCO, $NTAP, $DIS, and $TGT."
11/14/2019,amzn,Amazon to protest Microsoft's Pentagon cloud award: WSJ $AMZN $MSFT https://t.co/mtRjQ5O9B1
11/14/2019,amzn,"RT @CNBCFastMoney: ""Clear deficiencies, errors and unmistakable bias."" Amazon is formally protesting the Pentagon's process for selecting t…"
11/14/2019,wmt,RT @theflynews: Fly Intel: Wall Street's top stories for Thursday $WMT $CSCO $AAPL $AOBC $TSLA $AXNX $DDS $NTAP $rbbn $CGC $WB https://t.co…
11/14/2019,wmt,"RT @TrueBubbleHead: $WMT... strong... like bull... @traderstewie 

#15ORB  :)

Thank you @sp3cul8r! https://t.co/W2nVeEZ2FZ https://t.co/Ix…"
11/14/2019,wmt,the total retrace of $wmt today shows that good earnings are now a profit grab for the hip investors who have figur… https://t.co/YxSNyjnqWP
11/14/2019,amzn,Amazon to protest Microsoft's Pentagon cloud award - WSJ $AMZN $MSFT https://t.co/UABuAmCSZH
11/14/2019,amzn,RT @NorthmanTrader: What does $AMZN know that the rest of the market hasn't caught onto yet? https://t.co/jTcjF1dUZw
11/14/2019,wmt,"米Ｓ＆Ｐが最高値更新、
ウォルマートの好決算が支援

「ウォルマートは、
通期利益見通しを上方修正。

第３・四半期（８─１０月）の利益や米既存店売上高が
予想を上回った。

同社株は一時、
過去最高値に上昇。
終値は０．３％安だ… https://t.co/Gc9LBBd3Rd"
11/14/2019,amzn,$AMZN $MSFT Amazon to Protest Pentagon Cloud Computing Contract Award in Federal Court
11/14/2019,tgt,"RT @permabear_uk: Target $TGT settled +2.3% at $111.11, helped by good $WMT earnings. Target has earnings Nov'20th bmo, and those should be…"
11/14/2019,wmt,"RT @permabear_uk: Target $TGT settled +2.3% at $111.11, helped by good $WMT earnings. Target has earnings Nov'20th bmo, and those should be…"
11/14/2019,amzn,RT @NorthmanTrader: What does $AMZN know that the rest of the market hasn't caught onto yet? https://t.co/jTcjF1dUZw
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @TrueBubbleHead: $AMZN... https://t.co/jqH0faWUtd https://t.co/jJPoVjwR3Q
11/14/2019,tgt,"RT @WallStJesus: Earnings flow, November positions rolling, ex-div related activity .. A lot of crap out there today👇🏻

FLOW SENTIMENT IN T…"
11/14/2019,wmt,"RT @WallStJesus: Earnings flow, November positions rolling, ex-div related activity .. A lot of crap out there today👇🏻

FLOW SENTIMENT IN T…"
11/14/2019,amzn,@CNBCFastMoney @timseymour @jimcramer Jim cramer said $CGC was done going down at all time high. Then called it nex… https://t.co/rpqrZczaDp
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,"RT @CNBCFastMoney: ""Clear deficiencies, errors and unmistakable bias."" Amazon is formally protesting the Pentagon's process for selecting t…"
11/14/2019,amzn,RT @EllesEconomy: US China #tradetalks stall (shocker)  @ChrisJVersace &amp; I break down what drives today’s #stockmarket in our @Nasdaq Daily…
11/14/2019,amzn,BREAKING - #Amazon $AMZN reportedly challenging Pentagon's $10B cloud computing contract with Microsoft $MSFT https://t.co/kTOXmvR8OD
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,wmt,RT @UPBOptionMil: Some of the days most active stock options 11.14.19   $SO $AAPL $DIS $UPS $CSCO $BBBY $ROKU $WMT $SE $CVX https://t.co/lR…
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,Updated piece here on Amazon's decision to go to court and protest the #JEDI cloud award. $AMZN $MSFT https://t.co/m3R7MMd45D
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,tgt,"RT @IBDinvestors: Stocks indexes ended mostly flat Thursday even as Dow components Walmart and Cisco slumped on earnings $TGT, $BURL $EPAM…"
11/14/2019,amzn,#memes #fun #cool #tiktok #videos #new #investinghappy #pewdiepie #markiplier #jacksepticeye #funny #trending $AAPL… https://t.co/YBzdu2pRrj
11/14/2019,amzn,RT @investing_happy: #memes #fun #cool #tiktok #videos #new #investinghappy #pewdiepie #markiplier #jacksepticeye #funny #trending $AAPL $A…
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,m,Having a trusted team on your side will make all the difference when investing. Have you tried OptionAlarm yet? Fre… https://t.co/QTf8eBlt7c
11/14/2019,amzn,@PeterTrader99 @OptionsMike Hope $AMZN gets a sympathy move up tomorrow 😂
11/14/2019,tgt,$TGT 3 Day~ Nice up Day today...  Bollie pinch before upcoming earnings Nov. 20 https://t.co/EHWsAj0KGD
11/14/2019,amzn,"$AMZN Expands in Las Vegas, Plans to Create 125 New Corporate Jobs        #Amazon    #LasVegas    #Vegas   https://t.co/p5FqO93KYm"
11/14/2019,amzn,REPORT: Amazon says Pentagon's JEDI process had 'unmistakable bias' $AMZN $MSFT https://t.co/pmjsJLmou3
11/14/2019,amzn,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/AoIYMlnveL

$NFLX $TSLA $AAPL $IBB $GS $FB $AMZN $GOOGL $NVDA"
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,RT @ReutersBiz: Amazon says it is protesting the Defense Department's decision to award the JEDI cloud computing contract to Microsoft $AMZ…
11/14/2019,amzn,"RT @MorganLBrennan: And there it is. $AMZN bypassing GAO and taking its #JEDI protest straight to court 

$MSFT https://t.co/ldHrTbT0AK"
11/14/2019,wmt,RT @stockspastor: Today's oversold stocks going to tomorrow for oversold bounce trades:  $CGC and $WMT. @OptionsPastor
11/14/2019,amzn,"RT @jrichlive: Long $AMZN (for many reasons), but this is a trend. Brands have realized they can't trust the marketplace, and almost all br…"
11/14/2019,amzn,High Probability Trading by Marcel Link: https://t.co/j1PUQ71YeI #trading $AAPL $TSLA $AMZN $DUST $NUGT $SPY $ES_F
11/14/2019,hd,"RT @OptionsAction: Homebuilders are on fire, and traders are betting one name can carry the next leg of the rally. @traderDanielle of @simp…"
11/14/2019,amzn,"RT @therealjunto: Top four positions at D1 represent ~40% of their book:

1) Netflix: $1.1bn
2) Amazon: $730mm
3) https://t.co/BpOkiSxlJ2:…"
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,"$XLY $XLP ratio chart, squinty-eyed M-formation, sell-in-May 2018; squinty-eyed #HeadandShoulders 2019? Now this pi… https://t.co/qnybX7p5wk"
11/14/2019,amzn,"RT @CNBCFastMoney: ""Clear deficiencies, errors and unmistakable bias."" Amazon is formally protesting the Pentagon's process for selecting t…"
11/14/2019,tgt,Target $TGT needs to make acquisitions.. Walmart $WMT is better positioned long-term because of tuck-in acquisition… https://t.co/mJCo9yikiy
11/14/2019,wmt,Target $TGT needs to make acquisitions.. Walmart $WMT is better positioned long-term because of tuck-in acquisition… https://t.co/mJCo9yikiy
11/14/2019,wmt,READ “Walmart &amp; Uncle Jerry” Vista Partners Daily Market Recap 11/14/19 https://t.co/1uSB936GNu $WMT $DIA $ATOS… https://t.co/XH0mZkQPad
11/14/2019,amzn,@business @bopinion Yeah right ..only means it's not a 0 sum game . $amzn is superior
11/14/2019,amzn,"RT @MorganLBrennan: And there it is. $AMZN bypassing GAO and taking its #JEDI protest straight to court 

$MSFT https://t.co/ldHrTbT0AK"
11/14/2019,amzn,RT @NorthmanTrader: What does $AMZN know that the rest of the market hasn't caught onto yet? https://t.co/jTcjF1dUZw
11/14/2019,amzn,$AMZN - Amazon to Protest Pentagon Contract Award to Microsoft -- Update https://t.co/QqYyDct9df
11/14/2019,wmt,Popular stocks for Thursday $AOBC $AAPL  $TSLA $AXNX $DDS $NTAP $rbbn $CGC $WB https://t.co/m7hxn9Kh6D $CGC $WMT $CSCO @wallstreetstock
11/14/2019,amzn,RT @theflynews: REPORT: Amazon says Pentagon's JEDI process had 'unmistakable bias' $AMZN $MSFT https://t.co/pmjsJLmou3
11/14/2019,amzn,"There is no winner in stream war $dis $nflx $amzn $googl

$nflx -- stranger things , bird box, anime, etc
$dis -- s… https://t.co/rGwWiHh2Ca"
11/14/2019,amzn,#stocks #investing #wallstreet $AMZN https://t.co/udcFdpgRAX
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,amzn,Amazon challenges Pentagon's $10-billion cloud award to Microsoft $AMZN $MSFT https://t.co/223jtNKczj
11/14/2019,amzn,UPDATE 2-Amazon challenges Pentagon's $10-bln cloud award to Microsoft $AMZN $MSFT https://t.co/tpHjEIQtWR
11/14/2019,amzn,'Unmistakable Bias’: #AWS Challenges Microsoft’s JEDI Cloud Win https://t.co/vmajEu9P8y $AMZN $MSFT https://t.co/x7DJlPERIZ
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,amzn,Return Of The JEDI: Amazon Will Protest Microsoft's $10B Pentagon Contract $AMZN $MSFT https://t.co/CwLUS8cwXu
11/14/2019,amzn,Is Amazon Turning Into a Flea Market for Lousy Chinese Goods? @themotleyfool #stocks $AMZN $WMT $JD $TGT $BABA https://t.co/9J4hxETLYq
11/14/2019,amzn,The Bible of Options Strategies by Guy Cohen: https://t.co/1bff36a9y4 #options #trading $SPY $VIX $AMZN $GOOGL $IBM $AAPL
11/14/2019,amzn,I’m expecting a huge beat and raise by JCPenney $JCP tomorrow.. $1.50 PT intraday! $M $XRT $AMZN $TGT $JWN https://t.co/3CTrQT0izJ
11/14/2019,tgt,I’m expecting a huge beat and raise by JCPenney $JCP tomorrow.. $1.50 PT intraday! $M $XRT $AMZN $TGT $JWN https://t.co/3CTrQT0izJ
11/14/2019,tgt,Is Amazon Turning Into a Flea Market for Lousy Chinese Goods? @themotleyfool #stocks $AMZN $WMT $JD $TGT $BABA https://t.co/9J4hxETLYq
11/14/2019,wmt,Is Amazon Turning Into a Flea Market for Lousy Chinese Goods? @themotleyfool #stocks $AMZN $WMT $JD $TGT $BABA https://t.co/9J4hxETLYq
11/14/2019,m,I’m expecting a huge beat and raise by JCPenney $JCP tomorrow.. $1.50 PT intraday! $M $XRT $AMZN $TGT $JWN https://t.co/3CTrQT0izJ
11/14/2019,amzn,Return Of The JEDI: Amazon To Protest $10B Pentagon Contract Awarded To Microsoft $AMZN $MSFT https://t.co/0skNa7YzXM
11/14/2019,tgt,$TGT Target may be better value than Walmart - #TGT chart https://t.co/vvLdgPN8Ap
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,tgt,Trading Ideas: $TGT Target may be better value than Walmart https://t.co/IAkUzB2EWI 📈 FREE trade-of-week via →… https://t.co/m8eoFwNEDu
11/14/2019,tgt,$TGT Target may be better value than Walmart https://t.co/reS2Y1pTA6 🙋Crypto Cashflow 🔥 via⟶ https://t.co/XWFpQbU4uP https://t.co/kNDr3hlSoW
11/14/2019,amzn,"RT @LouisColumbus: Amazon said it would protest the Pentagon’s award of cloud-computing contract to Microsoft, throwing another wrench in l…"
11/14/2019,hd,Good day but rather mild gains in the options room today.  After the wonderful day yesterday this is not too bad.… https://t.co/f1rm6gvnXX
11/14/2019,hd,"RT @TRADEREP1: Good day but rather mild gains in the options room today.  After the wonderful day yesterday this is not too bad.

Join us a…"
11/14/2019,wmt,Walmart $WMT Releases Quarterly Earnings Results https://t.co/HyjBrmc6hF #stocks
11/14/2019,amzn,$AMZN #Amazon.com Inc. ... Amazon Fighting JEDI Deal Win; And JEDIgate Begins...: | https://t.co/KfYetZQL7u #equity #stocks
11/14/2019,amzn,$AMZN #Amazon.com Inc. ... Nikes Amazon Move Boosts CAL SCVL and Highlights Its Core Offense Strength: |… https://t.co/hBayKfwPI9
11/14/2019,amzn,"RT @maddenifico: Breaking:

Claiming the bidding process contained 'clear deficiencies, errors, and unmistakable bias' by corrupt con-man T…"
11/14/2019,amzn,"RT @mercadomagico: Forget $AMZN Amazon prime fees you don't have to be a member 
@mercadomagico
 $NMGC

Lidias: Sauce Pasta Tomato Basil, 2…"
11/14/2019,amzn,RT @NorthmanTrader: What does $AMZN know that the rest of the market hasn't caught onto yet? https://t.co/jTcjF1dUZw
11/14/2019,amzn,"RT @laurenthomas: Walmart admits it has work to do online. 
CEO Doug McMillon: “We need to translate this repetitive food and consumable vo…"
11/14/2019,wmt,"RT @laurenthomas: Walmart admits it has work to do online. 
CEO Doug McMillon: “We need to translate this repetitive food and consumable vo…"
11/14/2019,amzn,$AMZN $MSFT https://t.co/gQqDSk9N8L
11/14/2019,hd,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/14/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/15/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
11/15/2019,low,"RT @RampCapitalLLC: Here’s my current stock watchlist:

$EBAY
$PYPL
$SQ
$TSLA
$EA
$IQ
$NFLX
$DE
$INTC
$DIS
$NVDA
$T
$KHC
$IBM
$LYFT
$LULU
$…"
